od620,row,column,hour,testid,media,taxa,well,experiment,hour.exp,sp_id,bac_sp,sp_full
0.25,H,1,1,375,M9,Sp.3,H1,1,12/31/1899,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.275,E,2,1,375,M9,blank,E2,1,12/31/1899,NA,NA,NA - NA
0.277,F,2,1,375,M9,Sp.1,F2,1,12/31/1899,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.244,G,2,1,375,M9,Sp.2,G2,1,12/31/1899,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.264,H,2,1,375,M9,Sp.3,H2,1,12/31/1899,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.295,E,3,1,375,M9,blank,E3,1,12/31/1899,NA,NA,NA - NA
0.286,F,3,1,375,M9,Sp.1,F3,1,12/31/1899,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.301,G,3,1,375,M9,Sp.2,G3,1,12/31/1899,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.285,H,3,1,375,M9,Sp.3,H3,1,12/31/1899,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.238,E,1,1,376,M9,blank,E1,1,2/18/1900,NA,NA,NA - NA
0.275,F,1,1,376,M9,Sp.1,F1,1,2/18/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.242,G,1,1,376,M9,Sp.2,G1,1,2/18/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.243,H,1,1,376,M9,Sp.3,H1,1,2/18/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.287,E,2,1,376,M9,blank,E2,1,2/18/1900,NA,NA,NA - NA
0.368,F,2,1,376,M9,Sp.1,F2,1,2/18/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.252,G,2,1,376,M9,Sp.2,G2,1,2/18/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.292,H,2,1,376,M9,Sp.3,H2,1,2/18/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.299,E,3,1,376,M9,blank,E3,1,2/18/1900,NA,NA,NA - NA
0.331,F,3,1,376,M9,Sp.1,F3,1,2/18/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.283,G,3,1,376,M9,Sp.2,G3,1,2/18/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.3,H,3,1,376,M9,Sp.3,H3,1,2/18/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.348,A,10,2,375,1%-Keratin,Sp.1,A10,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.367,B,10,2,375,1%-Keratin,Sp.2,B10,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.371,C,10,2,375,1%-Keratin,Sp.3,C10,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.347,D,10,2,375,1%-Keratin,blank,D10,1,1/1/1900,NA,NA,NA - NA
0.371,A,11,2,375,1%-Keratin,Sp.1,A11,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.372,B,11,2,375,1%-Keratin,Sp.2,B11,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.369,C,11,2,375,1%-Keratin,Sp.3,C11,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.361,D,11,2,375,1%-Keratin,blank,D11,1,1/1/1900,NA,NA,NA - NA
0.367,A,12,2,375,1%-Keratin,Sp.1,A12,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.369,B,12,2,375,1%-Keratin,Sp.2,B12,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.381,C,12,2,375,1%-Keratin,Sp.3,C12,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.368,D,12,2,375,1%-Keratin,blank,D12,1,1/1/1900,NA,NA,NA - NA
0.435,A,10,2,376,1%-Keratin,Sp.1,A10,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.362,B,10,2,376,1%-Keratin,Sp.2,B10,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1,C,10,2,376,1%-Keratin,Sp.3,C10,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.377,D,10,2,376,1%-Keratin,blank,D10,1,2/19/1900,NA,NA,NA - NA
0.44,A,11,2,376,1%-Keratin,Sp.1,A11,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.373,B,11,2,376,1%-Keratin,Sp.2,B11,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.895,C,11,2,376,1%-Keratin,Sp.3,C11,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.382,D,11,2,376,1%-Keratin,blank,D11,1,2/19/1900,NA,NA,NA - NA
0.449,A,12,2,376,1%-Keratin,Sp.1,A12,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.389,B,12,2,376,1%-Keratin,Sp.2,B12,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.912,C,12,2,376,1%-Keratin,Sp.3,C12,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.396,D,12,2,376,1%-Keratin,blank,D12,1,2/19/1900,NA,NA,NA - NA
0.349,A,7,2,375,13d-Keratin,Sp.1,A7,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.368,B,7,2,375,13d-Keratin,Sp.2,B7,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.343,C,7,2,375,13d-Keratin,Sp.3,C7,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.334,D,7,2,375,13d-Keratin,blank,D7,1,1/1/1900,NA,NA,NA - NA
0.346,A,8,2,375,13d-Keratin,Sp.1,A8,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.355,B,8,2,375,13d-Keratin,Sp.2,B8,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.352,C,8,2,375,13d-Keratin,Sp.3,C8,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.336,D,8,2,375,13d-Keratin,blank,D8,1,1/1/1900,NA,NA,NA - NA
0.359,A,9,2,375,13d-Keratin,Sp.1,A9,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.354,B,9,2,375,13d-Keratin,Sp.2,B9,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.357,C,9,2,375,13d-Keratin,Sp.3,C9,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.344,D,9,2,375,13d-Keratin,blank,D9,1,1/1/1900,NA,NA,NA - NA
0.498,A,7,2,376,13d-Keratin,Sp.1,A7,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.448,B,7,2,376,13d-Keratin,Sp.2,B7,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.86,C,7,2,376,13d-Keratin,Sp.3,C7,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.385,D,7,2,376,13d-Keratin,blank,D7,1,2/19/1900,NA,NA,NA - NA
0.499,A,8,2,376,13d-Keratin,Sp.1,A8,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.441,B,8,2,376,13d-Keratin,Sp.2,B8,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.873,C,8,2,376,13d-Keratin,Sp.3,C8,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.386,D,8,2,376,13d-Keratin,blank,D8,1,2/19/1900,NA,NA,NA - NA
0.498,A,9,2,376,13d-Keratin,Sp.1,A9,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.472,B,9,2,376,13d-Keratin,Sp.2,B9,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.88,C,9,2,376,13d-Keratin,Sp.3,C9,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.4,D,9,2,376,13d-Keratin,blank,D9,1,2/19/1900,NA,NA,NA - NA
0.297,A,1,2,375,5d-Keratin,Sp.1,A1,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.314,B,1,2,375,5d-Keratin,Sp.2,B1,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.304,C,1,2,375,5d-Keratin,Sp.3,C1,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.3,D,1,2,375,5d-Keratin,blank,D1,1,1/1/1900,NA,NA,NA - NA
0.294,A,2,2,375,5d-Keratin,Sp.1,A2,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.312,B,2,2,375,5d-Keratin,Sp.2,B2,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.306,C,2,2,375,5d-Keratin,Sp.3,C2,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.299,D,2,2,375,5d-Keratin,blank,D2,1,1/1/1900,NA,NA,NA - NA
0.282,A,3,2,375,5d-Keratin,Sp.1,A3,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.31,B,3,2,375,5d-Keratin,Sp.2,B3,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.309,C,3,2,375,5d-Keratin,Sp.3,C3,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.305,D,3,2,375,5d-Keratin,blank,D3,1,1/1/1900,NA,NA,NA - NA
0.508,A,1,2,376,5d-Keratin,Sp.1,A1,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.882,B,1,2,376,5d-Keratin,Sp.2,B1,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.532,C,1,2,376,5d-Keratin,Sp.3,C1,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.391,D,1,2,376,5d-Keratin,blank,D1,1,2/19/1900,NA,NA,NA - NA
0.506,A,2,2,376,5d-Keratin,Sp.1,A2,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.861,B,2,2,376,5d-Keratin,Sp.2,B2,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.404,C,2,2,376,5d-Keratin,Sp.3,C2,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.344,D,2,2,376,5d-Keratin,blank,D2,1,2/19/1900,NA,NA,NA - NA
0.506,A,3,2,376,5d-Keratin,Sp.1,A3,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.842,B,3,2,376,5d-Keratin,Sp.2,B3,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.438,C,3,2,376,5d-Keratin,Sp.3,C3,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.347,D,3,2,376,5d-Keratin,blank,D3,1,2/19/1900,NA,NA,NA - NA
0.312,A,4,2,375,9d-Keratin,Sp.1,A4,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.334,B,4,2,375,9d-Keratin,Sp.2,B4,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.32,C,4,2,375,9d-Keratin,Sp.3,C4,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.322,D,4,2,375,9d-Keratin,blank,D4,1,1/1/1900,NA,NA,NA - NA
0.315,A,5,2,375,9d-Keratin,Sp.1,A5,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.329,B,5,2,375,9d-Keratin,Sp.2,B5,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.308,C,5,2,375,9d-Keratin,Sp.3,C5,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.326,D,5,2,375,9d-Keratin,blank,D5,1,1/1/1900,NA,NA,NA - NA
0.335,A,6,2,375,9d-Keratin,Sp.1,A6,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.35,B,6,2,375,9d-Keratin,Sp.2,B6,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.324,C,6,2,375,9d-Keratin,Sp.3,C6,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.345,D,6,2,375,9d-Keratin,blank,D6,1,1/1/1900,NA,NA,NA - NA
0.553,A,4,2,376,9d-Keratin,Sp.1,A4,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.539,B,4,2,376,9d-Keratin,Sp.2,B4,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.982,C,4,2,376,9d-Keratin,Sp.3,C4,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.356,D,4,2,376,9d-Keratin,blank,D4,1,2/19/1900,NA,NA,NA - NA
0.553,A,5,2,376,9d-Keratin,Sp.1,A5,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.51,B,5,2,376,9d-Keratin,Sp.2,B5,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.974,C,5,2,376,9d-Keratin,Sp.3,C5,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.364,D,5,2,376,9d-Keratin,blank,D5,1,2/19/1900,NA,NA,NA - NA
0.552,A,6,2,376,9d-Keratin,Sp.1,A6,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.49,B,6,2,376,9d-Keratin,Sp.2,B6,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.992,C,6,2,376,9d-Keratin,Sp.3,C6,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.378,D,6,2,376,9d-Keratin,blank,D6,1,2/19/1900,NA,NA,NA - NA
0.271,E,1,2,375,M9,blank,E1,1,1/1/1900,NA,NA,NA - NA
0.276,F,1,2,375,M9,Sp.1,F1,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.295,G,1,2,375,M9,Sp.2,G1,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.25,H,1,2,375,M9,Sp.3,H1,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.27,E,2,2,375,M9,blank,E2,1,1/1/1900,NA,NA,NA - NA
0.291,F,2,2,375,M9,Sp.1,F2,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.257,G,2,2,375,M9,Sp.2,G2,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.275,H,2,2,375,M9,Sp.3,H2,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.306,E,3,2,375,M9,blank,E3,1,1/1/1900,NA,NA,NA - NA
0.311,F,3,2,375,M9,Sp.1,F3,1,1/1/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.32,G,3,2,375,M9,Sp.2,G3,1,1/1/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.286,H,3,2,375,M9,Sp.3,H3,1,1/1/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.24,E,1,2,376,M9,blank,E1,1,2/19/1900,NA,NA,NA - NA
0.267,F,1,2,376,M9,Sp.1,F1,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.24,G,1,2,376,M9,Sp.2,G1,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.25,H,1,2,376,M9,Sp.3,H1,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.291,E,2,2,376,M9,blank,E2,1,2/19/1900,NA,NA,NA - NA
0.364,F,2,2,376,M9,Sp.1,F2,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.255,G,2,2,376,M9,Sp.2,G2,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.302,H,2,2,376,M9,Sp.3,H2,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.292,E,3,2,376,M9,blank,E3,1,2/19/1900,NA,NA,NA - NA
0.336,F,3,2,376,M9,Sp.1,F3,1,2/19/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.268,G,3,2,376,M9,Sp.2,G3,1,2/19/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.314,H,3,2,376,M9,Sp.3,H3,1,2/19/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.347,A,10,3,375,1%-Keratin,Sp.1,A10,1,1/2/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.363,B,10,3,375,1%-Keratin,Sp.2,B10,1,1/2/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.375,C,10,3,375,1%-Keratin,Sp.3,C10,1,1/2/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.349,D,10,3,375,1%-Keratin,blank,D10,1,1/2/1900,NA,NA,NA - NA
0.372,A,11,3,375,1%-Keratin,Sp.1,A11,1,1/2/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.37,B,11,3,375,1%-Keratin,Sp.2,B11,1,1/2/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.366,C,11,3,375,1%-Keratin,Sp.3,C11,1,1/2/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.365,D,11,3,375,1%-Keratin,blank,D11,1,1/2/1900,NA,NA,NA - NA
0.363,A,12,3,375,1%-Keratin,Sp.1,A12,1,1/2/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.363,B,12,3,375,1%-Keratin,Sp.2,B12,1,1/2/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.378,C,12,3,375,1%-Keratin,Sp.3,C12,1,1/2/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.37,D,12,3,375,1%-Keratin,blank,D12,1,1/2/1900,NA,NA,NA - NA
0.436,A,10,3,376,1%-Keratin,Sp.1,A10,1,2/20/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.363,B,10,3,376,1%-Keratin,Sp.2,B10,1,2/20/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.04,C,10,3,376,1%-Keratin,Sp.3,C10,1,2/20/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.378,D,10,3,376,1%-Keratin,blank,D10,1,2/20/1900,NA,NA,NA - NA
0.44,A,11,3,376,1%-Keratin,Sp.1,A11,1,2/20/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.371,B,11,3,376,1%-Keratin,Sp.2,B11,1,2/20/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.933,C,11,3,376,1%-Keratin,Sp.3,C11,1,2/20/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.381,D,11,3,376,1%-Keratin,blank,D11,1,2/20/1900,NA,NA,NA - NA
0.449,A,12,3,376,1%-Keratin,Sp.1,A12,1,2/20/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.39,B,12,3,376,1%-Keratin,Sp.2,B12,1,2/20/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.952,C,12,3,376,1%-Keratin,Sp.3,C12,1,2/20/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.398,D,12,3,376,1%-Keratin,blank,D12,1,2/20/1900,NA,NA,NA - NA
0.351,A,7,3,375,13d-Keratin,Sp.1,A7,1,1/2/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.365,B,7,3,375,13d-Keratin,Sp.2,B7,1,1/2/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.344,C,7,3,375,13d-Keratin,Sp.3,C7,1,1/2/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.339,D,7,3,375,13d-Keratin,blank,D7,1,1/2/1900,NA,NA,NA - NA
0.354,A,8,3,375,13d-Keratin,Sp.1,A8,1,1/2/1900,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.356,B,8,3,375,13d-Keratin,Sp.2,B8,1,1/2/1900,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.355,C,8,3,375,13d-Keratin,Sp.3,C8,1,1/2/1900,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.342,D,8,3,375,13d-Keratin,blank,D8,1,1/2/1900,NA,NA,NA - NA
0.356,A,9,3,375,13d-Keratin,Sp.1,A9,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.356,B,9,3,375,13d-Keratin,Sp.2,B9,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.358,C,9,3,375,13d-Keratin,Sp.3,C9,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.353,D,9,3,375,13d-Keratin,blank,D9,1,3,NA,NA,NA - NA
0.499,A,7,3,376,13d-Keratin,Sp.1,A7,1,52,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.455,B,7,3,376,13d-Keratin,Sp.2,B7,1,52,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.869,C,7,3,376,13d-Keratin,Sp.3,C7,1,52,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.385,D,7,3,376,13d-Keratin,blank,D7,1,52,NA,NA,NA - NA
0.5,A,8,3,376,13d-Keratin,Sp.1,A8,1,52,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.448,B,8,3,376,13d-Keratin,Sp.2,B8,1,52,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.883,C,8,3,376,13d-Keratin,Sp.3,C8,1,52,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.389,D,8,3,376,13d-Keratin,blank,D8,1,52,NA,NA,NA - NA
0.498,A,9,3,376,13d-Keratin,Sp.1,A9,1,52,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.479,B,9,3,376,13d-Keratin,Sp.2,B9,1,52,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.892,C,9,3,376,13d-Keratin,Sp.3,C9,1,52,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.399,D,9,3,376,13d-Keratin,blank,D9,1,52,NA,NA,NA - NA
0.304,A,1,3,375,5d-Keratin,Sp.1,A1,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.317,B,1,3,375,5d-Keratin,Sp.2,B1,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.304,C,1,3,375,5d-Keratin,Sp.3,C1,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.306,D,1,3,375,5d-Keratin,blank,D1,1,3,NA,NA,NA - NA
0.295,A,2,3,375,5d-Keratin,Sp.1,A2,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.308,B,2,3,375,5d-Keratin,Sp.2,B2,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.307,C,2,3,375,5d-Keratin,Sp.3,C2,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.303,D,2,3,375,5d-Keratin,blank,D2,1,3,NA,NA,NA - NA
0.282,A,3,3,375,5d-Keratin,Sp.1,A3,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.308,B,3,3,375,5d-Keratin,Sp.2,B3,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.31,C,3,3,375,5d-Keratin,Sp.3,C3,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.312,D,3,3,375,5d-Keratin,blank,D3,1,3,NA,NA,NA - NA
0.506,A,1,3,376,5d-Keratin,Sp.1,A1,1,52,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.919,B,1,3,376,5d-Keratin,Sp.2,B1,1,52,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.565,C,1,3,376,5d-Keratin,Sp.3,C1,1,52,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.391,D,1,3,376,5d-Keratin,blank,D1,1,52,NA,NA,NA - NA
0.508,A,2,3,376,5d-Keratin,Sp.1,A2,1,52,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.898,B,2,3,376,5d-Keratin,Sp.2,B2,1,52,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.439,C,2,3,376,5d-Keratin,Sp.3,C2,1,52,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.343,D,2,3,376,5d-Keratin,blank,D2,1,52,NA,NA,NA - NA
0.507,A,3,3,376,5d-Keratin,Sp.1,A3,1,52,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.88,B,3,3,376,5d-Keratin,Sp.2,B3,1,52,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
1.473,C,3,3,376,5d-Keratin,Sp.3,C3,1,52,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.345,D,3,3,376,5d-Keratin,blank,D3,1,52,NA,NA,NA - NA
0.308,A,4,3,375,9d-Keratin,Sp.1,A4,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.333,B,4,3,375,9d-Keratin,Sp.2,B4,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.321,C,4,3,375,9d-Keratin,Sp.3,C4,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.327,D,4,3,375,9d-Keratin,blank,D4,1,3,NA,NA,NA - NA
0.317,A,5,3,375,9d-Keratin,Sp.1,A5,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.328,B,5,3,375,9d-Keratin,Sp.2,B5,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.308,C,5,3,375,9d-Keratin,Sp.3,C5,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.331,D,5,3,375,9d-Keratin,blank,D5,1,3,NA,NA,NA - NA
0.328,A,6,3,375,9d-Keratin,Sp.1,A6,1,3,BR1.9,Acinetobacter,BR1.9 - Acinetobacter
0.348,B,6,3,375,9d-Keratin,Sp.2,B6,1,3,BR1.10,Chryseobacterium,BR1.10 - Chryseobacterium
0.321,C,6,3,375,9d-Keratin,Sp.3,C6,1,3,EKS20.5,Stenotrophomonas,EKS20.5 - Stenotrophomonas
0.348,D,6,3,375,9d-Keratin,blank,D6,1,3,NA,NA,NA - NA
